index,country,year,subscriptions_per100
3234,Samoa,1990,0
3235,Samoa,1991,0
3236,Samoa,1992,0
3237,Samoa,1993,0
3238,Samoa,1994,0
3239,Samoa,1995,0
3240,Samoa,1996,0
3241,Samoa,1997,0.174571863
3242,Samoa,1998,0.230359015
3243,Samoa,1999,0.285308333
3244,Samoa,2000,0.566392533
3245,Samoa,2001,1.689902831
3246,Samoa,2002,2.244832676
3247,Samoa,2003,2.799630449
3248,Samoa,2004,3.07552941
3249,Samoa,2005,3.352592112
3250,Samoa,2006,4.469173873
3251,Samoa,2007,4.749983235
3252,Samoa,2008,5.031615316
3253,Samoa,2009,6
3254,Samoa,2010,7
3255,Samoa,2011,7
3256,San Marino,1990,0
3257,San Marino,1991,0
3258,San Marino,1992,0
3259,San Marino,1993,0
3260,San Marino,1994,0
3261,San Marino,1995,1.362132711
3262,San Marino,1996,1.428075186
3263,San Marino,1997,1.41854848
3264,San Marino,1998,1.408557941
3265,San Marino,1999,42.80331575
3266,San Marino,2000,48.79949531
3267,San Marino,2001,50.34166909
3268,San Marino,2002,50.83483994
3269,San Marino,2003,50.00345304
3270,San Marino,2004,50.56634304
3271,San Marino,2005,50.2595642
3272,San Marino,2006,50.20865936
3273,San Marino,2007,50.36482211
3274,San Marino,2008,54.52
3275,San Marino,2009,54.21
3276,San Marino,2010,51.905
3277,San Marino,2011,49.6
3278,Sao Tome and Principe,1990,0
3279,Sao Tome and Principe,1991,0
3280,Sao Tome and Principe,1992,0
3281,Sao Tome and Principe,1993,0
3282,Sao Tome and Principe,1994,0
3283,Sao Tome and Principe,1995,0
3284,Sao Tome and Principe,1996,0
3285,Sao Tome and Principe,1997,0
3286,Sao Tome and Principe,1998,0.295847047
3287,Sao Tome and Principe,1999,0.363203161
3288,Sao Tome and Principe,2000,4.638516816
3289,Sao Tome and Principe,2001,6.310917888
3290,Sao Tome and Principe,2002,7.580665169
3291,Sao Tome and Principe,2003,10.16184431
3292,Sao Tome and Principe,2004,13.32285269
3293,Sao Tome and Principe,2005,13.75948422
3294,Sao Tome and Principe,2006,14.18201978
3295,Sao Tome and Principe,2007,14.5904832
3296,Sao Tome and Principe,2008,15.48
3297,Sao Tome and Principe,2009,16.41
3298,Sao Tome and Principe,2010,18.75
3299,Sao Tome and Principe,2011,20.1612
3300,Saudi Arabia,1990,0
3301,Saudi Arabia,1991,0
3302,Saudi Arabia,1992,0
3303,Saudi Arabia,1993,0
3304,Saudi Arabia,1994,0
3305,Saudi Arabia,1995,0.010956134
3306,Saudi Arabia,1996,0.026732651
3307,Saudi Arabia,1997,0.052099031
3308,Saudi Arabia,1998,0.101429893
3309,Saudi Arabia,1999,0.49358534
3310,Saudi Arabia,2000,2.210691809
3311,Saudi Arabia,2001,4.681053166
3312,Saudi Arabia,2002,6.38470502
3313,Saudi Arabia,2003,8.001582891
3314,Saudi Arabia,2004,10.234533
3315,Saudi Arabia,2005,12.70503599
3316,Saudi Arabia,2006,19.45955435
3317,Saudi Arabia,2007,30
3318,Saudi Arabia,2008,36
3319,Saudi Arabia,2009,38
3320,Saudi Arabia,2010,41
3321,Saudi Arabia,2011,47.5
3322,Senegal,1990,0
3323,Senegal,1991,0
3324,Senegal,1992,0
3325,Senegal,1993,0
3326,Senegal,1994,0
3327,Senegal,1995,0.000692848
3328,Senegal,1996,0.011238219
3329,Senegal,1997,0.027347441
3330,Senegal,1998,0.079871379
3331,Senegal,1999,0.311090952
3332,Senegal,2000,0.403967486
3333,Senegal,2001,0.983794059
3334,Senegal,2002,1.006454537
3335,Senegal,2003,2.10143643
3336,Senegal,2004,4.38602398
3337,Senegal,2005,4.786684083
3338,Senegal,2006,5.611738652
3339,Senegal,2007,7.7
3340,Senegal,2008,10.6
3341,Senegal,2009,14.5
3342,Senegal,2010,16
3343,Senegal,2011,17.5
3344,Seychelles,1990,0
3345,Seychelles,1991,0
3346,Seychelles,1992,0
3347,Seychelles,1993,0
3348,Seychelles,1994,0
3349,Seychelles,1995,0
3350,Seychelles,1996,0.643605477
3351,Seychelles,1997,1.264969094
3352,Seychelles,1998,2.467000767
3353,Seychelles,1999,6.027642759
3354,Seychelles,2000,7.172660047
3355,Seychelles,2001,10.80240273
3356,Seychelles,2002,13.78122265
3357,Seychelles,2003,14.39159303
3358,Seychelles,2004,24.31068044
3359,Seychelles,2005,25.60118532
3360,Seychelles,2006,34.82430972
3361,Seychelles,2007,38.35382146
3362,Seychelles,2008,39.79449285
3363,Seychelles,2009,40.39558795
3364,Seychelles,2010,40.99668304
3365,Seychelles,2011,43.60518074
3366,Sierra Leone,1990,0
3367,Sierra Leone,1991,0
3368,Sierra Leone,1992,0
3369,Sierra Leone,1993,0
3370,Sierra Leone,1994,0
3371,Sierra Leone,1995,0
3372,Sierra Leone,1996,0.002506116
3373,Sierra Leone,1997,0.004987835
3374,Sierra Leone,1998,0.014805065
3375,Sierra Leone,1999,0.048490656
3376,Sierra Leone,2000,0.118254246
3377,Sierra Leone,2001,0.160264445
3378,Sierra Leone,2002,0.176198957
3379,Sierra Leone,2003,0.190173282
3380,Sierra Leone,2004,0.203007681
3381,Sierra Leone,2005,0.21539161
3382,Sierra Leone,2006,0.227669467
3383,Sierra Leone,2007,0.239834699
3384,Sierra Leone,2008,0.25
3385,Sierra Leone,2009,0.26
3386,Sierra Leone,2010,0.27
3387,Sierra Leone,2011,0.28
3388,Singapore,1990,0
3389,Singapore,1991,0.159668763
3390,Singapore,1992,0.465530877
3391,Singapore,1993,0.757270506
3392,Singapore,1994,1.173586096
3393,Singapore,1995,2.838503974
3394,Singapore,1996,8.135760868
3395,Singapore,1997,13.02691853
3396,Singapore,1998,18.76299339
3397,Singapore,1999,23.45978207
3398,Singapore,2000,35.02937014
3399,Singapore,2001,40.08896306
3400,Singapore,2002,45.38175263
3401,Singapore,2003,53.46177899
3402,Singapore,2004,61.90265582
3403,Singapore,2005,61.00284566
3404,Singapore,2006,59.11467828
3405,Singapore,2007,67.94507954
3406,Singapore,2008,68.04209282
3407,Singapore,2009,68.41958156
3408,Singapore,2010,71.13591073
3409,Singapore,2011,75.06124486
3410,Slovak Republic,1990,0
3411,Slovak Republic,1991,0
3412,Slovak Republic,1992,0
3413,Slovak Republic,1993,0.12807441
3414,Slovak Republic,1994,0.318952707
3415,Slovak Republic,1995,0.52388296
3416,Slovak Republic,1996,0.784375534
3417,Slovak Republic,1997,1.174820469
3418,Slovak Republic,1998,2.692819689
3419,Slovak Republic,1999,5.443129367
3420,Slovak Republic,2000,9.455011607
3421,Slovak Republic,2001,12.59395334
3422,Slovak Republic,2002,40.357197
3423,Slovak Republic,2003,43.27661728
3424,Slovak Republic,2004,53.17399285
3425,Slovak Republic,2005,55.4819322
3426,Slovak Republic,2006,56.39946844
3427,Slovak Republic,2007,62.18536562
3428,Slovak Republic,2008,66.47364349
3429,Slovak Republic,2009,70.43119335
3430,Slovak Republic,2010,76.15644383
3431,Slovak Republic,2011,74.87106781
3432,Slovenia,1990,0
3433,Slovenia,1991,0
3434,Slovenia,1992,0
3435,Slovenia,1993,0.40166011
3436,Slovenia,1994,1.055577761
3437,Slovenia,1995,2.864505858
3438,Slovenia,1996,5.028554318
3439,Slovenia,1997,7.552926567
3440,Slovenia,1998,10.09252809
3441,Slovenia,1999,12.60669672
3442,Slovenia,2000,15.08352502
3443,Slovenia,2001,30.12024123
3444,Slovenia,2002,27.79406751
3445,Slovenia,2003,31.8339314
3446,Slovenia,2004,40.82935245
3447,Slovenia,2005,46.84767312
3448,Slovenia,2006,54.01094194
3449,Slovenia,2007,56.57757821
3450,Slovenia,2008,57.90978551
3451,Slovenia,2009,63.50959886
3452,Slovenia,2010,69.35408524
3453,Slovenia,2011,71.40392982
3454,Solomon Islands,1990,0
3455,Solomon Islands,1991,0
3456,Solomon Islands,1992,0
3457,Solomon Islands,1993,0
3458,Solomon Islands,1994,0
3459,Solomon Islands,1995,0.02487191
3460,Solomon Islands,1996,0.268683585
3461,Solomon Islands,1997,0.391923246
3462,Solomon Islands,1998,0.508292797
3463,Solomon Islands,1999,0.494541498
3464,Solomon Islands,2000,0.481296806
3465,Solomon Islands,2001,0.468551964
3466,Solomon Islands,2002,0.501919843
3467,Solomon Islands,2003,0.555609882
3468,Solomon Islands,2004,0.649672673
3469,Solomon Islands,2005,0.844307573
3470,Solomon Islands,2006,1.646347989
3471,Solomon Islands,2007,2
3472,Solomon Islands,2008,3
3473,Solomon Islands,2009,4
3474,Solomon Islands,2010,5
3475,Solomon Islands,2011,6
3476,Somalia,1990,0
3477,Somalia,1991,0
3478,Somalia,1992,0
3479,Somalia,1993,0
3480,Somalia,1994,0
3481,Somalia,1995,0
3482,Somalia,1996,0.00150955
3483,Somalia,1997,0.002948713
3484,Somalia,1998,0.00716442
3485,Somalia,1999,0.013910394
3486,Somalia,2000,0.02
3487,Somalia,2001,0.079039179
3488,Somalia,2002,0.115614213
3489,Somalia,2003,0.376198003
3490,Somalia,2004,1.053454744
3491,Somalia,2005,1.077327839
3492,Somalia,2006,1.100216368
3493,Somalia,2007,1.122235622
3494,Somalia,2008,1.142687372
3495,Somalia,2009,1.160610542
3496,Somalia,2010,1.205305271
3497,Somalia,2011,1.25
3498,South Africa,1990,0
3499,South Africa,1991,0.013933413
3500,South Africa,1992,0.040936028
3501,South Africa,1993,0.120229818
3502,South Africa,1994,0.261473625
3503,South Africa,1995,0.71622353
3504,South Africa,1996,0.88767041
3505,South Africa,1997,1.709750005
3506,South Africa,1998,3.018346507
3507,South Africa,1999,4.23265533
3508,South Africa,2000,5.440990138
3509,South Africa,2001,6.4144299
3510,South Africa,2002,6.78137229
3511,South Africa,2003,7.085929465
3512,South Africa,2004,8.52656707
3513,South Africa,2005,7.582837445
3514,South Africa,2006,7.702759828
3515,South Africa,2007,8.163177952
3516,South Africa,2008,8.520936254
3517,South Africa,2009,10.08745979
3518,South Africa,2010,18.05095499
3519,South Africa,2011,20.94737044
3520,South Korea,1990,0.02332553
3521,South Korea,1991,0.046235883
3522,South Korea,1992,0.098553721
3523,South Korea,1993,0.249953609
3524,South Korea,1994,0.310748735
3525,South Korea,1995,0.811854684
3526,South Korea,1996,1.603709081
3527,South Korea,1997,3.543897083
3528,South Korea,1998,6.66580682
3529,South Korea,1999,23.11365892
3530,South Korea,2000,43.72972245
3531,South Korea,2001,55.22979404
3532,South Korea,2002,57.90179958
3533,South Korea,2003,63.81092007
3534,South Korea,2004,70.87141317
3535,South Korea,2005,71.82980724
3536,South Korea,2006,76.31708317
3537,South Korea,2007,77.0185927
3538,South Korea,2008,78.9893569
3539,South Korea,2009,79.57903535
3540,South Korea,2010,81.6224647
3541,South Korea,2011,81.46396158
3542,Spain,1990,0.012886396
3543,Spain,1991,0.025712694
3544,Spain,1992,0.076882019
3545,Spain,1993,0.127735127
3546,Spain,1994,0.280238016
3547,Spain,1995,0.381185686
3548,Spain,1996,1.333241454
3549,Spain,1997,2.805177933
3550,Spain,1998,4.363311726
3551,Spain,1999,7.089057571
3552,Spain,2000,13.63350229
3553,Spain,2001,18.16945887
3554,Spain,2002,20.41504851
3555,Spain,2003,39.96353569
3556,Spain,2004,44.05165064
3557,Spain,2005,47.87701896
3558,Spain,2006,50.25747585
3559,Spain,2007,54.77284732
3560,Spain,2008,59.06431098
3561,Spain,2009,62.0323561
3562,Spain,2010,65.8085951
3563,Spain,2011,67.92150756
3564,Sri Lanka,1990,0
3565,Sri Lanka,1991,0
3566,Sri Lanka,1992,0
3567,Sri Lanka,1993,0
3568,Sri Lanka,1994,0.002796165
3569,Sri Lanka,1995,0.00551271
3570,Sri Lanka,1996,0.05447815
3571,Sri Lanka,1997,0.161241838
3572,Sri Lanka,1998,0.292029764
3573,Sri Lanka,1999,0.3402619
3574,Sri Lanka,2000,0.63531332
3575,Sri Lanka,2001,0.799092078
3576,Sri Lanka,2002,1.062252994
3577,Sri Lanka,2003,1.473555761
3578,Sri Lanka,2004,1.459226689
3579,Sri Lanka,2005,1.810158472
3580,Sri Lanka,2006,2.563643333
3581,Sri Lanka,2007,3.925166112
3582,Sri Lanka,2008,5.873672365
3583,Sri Lanka,2009,8.874086394
3584,Sri Lanka,2010,12.12024345
3585,Sri Lanka,2011,15.12678662
3586,St. Kitts and Nevis,1990,0
3587,St. Kitts and Nevis,1991,0
3588,St. Kitts and Nevis,1992,0
3589,St. Kitts and Nevis,1993,0
3590,St. Kitts and Nevis,1994,0
3591,St. Kitts and Nevis,1995,0
3592,St. Kitts and Nevis,1996,2.080955205
3593,St. Kitts and Nevis,1997,2.456031482
3594,St. Kitts and Nevis,1998,3.74026839
3595,St. Kitts and Nevis,1999,4.735627372
3596,St. Kitts and Nevis,2000,6.100706415
3597,St. Kitts and Nevis,2001,7.812434268
3598,St. Kitts and Nevis,2002,21.42273012
3599,St. Kitts and Nevis,2003,23.56628073
3600,St. Kitts and Nevis,2004,24.73767754
3601,St. Kitts and Nevis,2005,34
3602,St. Kitts and Nevis,2006,49
3603,St. Kitts and Nevis,2007,52
3604,St. Kitts and Nevis,2008,60
3605,St. Kitts and Nevis,2009,69
3606,St. Kitts and Nevis,2010,76
3607,St. Kitts and Nevis,2011,76
3608,St. Lucia,1990,0
3609,St. Lucia,1991,0
3610,St. Lucia,1992,0
3611,St. Lucia,1993,0
3612,St. Lucia,1994,0
3613,St. Lucia,1995,0.309082365
3614,St. Lucia,1996,0.679401751
3615,St. Lucia,1997,1.001535568
3616,St. Lucia,1998,1.315466535
3617,St. Lucia,1999,1.950973949
3618,St. Lucia,2000,5.126770281
3619,St. Lucia,2001,8.23171261
3620,St. Lucia,2002,14.76678543
3621,St. Lucia,2003,21.16993361
3622,St. Lucia,2004,21.55287682
3623,St. Lucia,2005,21.69161
3624,St. Lucia,2006,24.59055695
3625,St. Lucia,2007,27.97541078
3626,St. Lucia,2008,32.05504576
3627,St. Lucia,2009,36.01837907
3628,St. Lucia,2010,40.06137931
3629,St. Lucia,2011,42.0105
3630,St. Vincent and the Grenadines,1990,0
3631,St. Vincent and the Grenadines,1991,0
3632,St. Vincent and the Grenadines,1992,0
3633,St. Vincent and the Grenadines,1993,0
3634,St. Vincent and the Grenadines,1994,0
3635,St. Vincent and the Grenadines,1995,0.128634622
3636,St. Vincent and the Grenadines,1996,0.483248317
3637,St. Vincent and the Grenadines,1997,0.926371957
3638,St. Vincent and the Grenadines,1998,1.853997683
3639,St. Vincent and the Grenadines,1999,2.7820023
3640,St. Vincent and the Grenadines,2000,3.245037411
3641,St. Vincent and the Grenadines,2001,5.094809778
3642,St. Vincent and the Grenadines,2002,5.54959488
3643,St. Vincent and the Grenadines,2003,6.462274167
3644,St. Vincent and the Grenadines,2004,7.371165842
3645,St. Vincent and the Grenadines,2005,9.198278082
3646,St. Vincent and the Grenadines,2006,12
3647,St. Vincent and the Grenadines,2007,16
3648,St. Vincent and the Grenadines,2008,21
3649,St. Vincent and the Grenadines,2009,31
3650,St. Vincent and the Grenadines,2010,38.5
3651,St. Vincent and the Grenadines,2011,43.01
3652,Sudan,1990,0
3653,Sudan,1991,0
3654,Sudan,1992,0
3655,Sudan,1993,0
3656,Sudan,1994,0
3657,Sudan,1995,0
3658,Sudan,1996,0
3659,Sudan,1997,0.001231819
3660,Sudan,1998,0.004805071
3661,Sudan,1999,0.008794581
3662,Sudan,2000,0.025785032
3663,Sudan,2001,0.140185224
3664,Sudan,2002,0.439477639
3665,Sudan,2003,0.538471703
3666,Sudan,2004,0.791561615
3667,Sudan,2005,1.292040678
3668,Sudan,2006,8.092033734
3669,Sudan,2007,8.66
3670,Sudan,2008,10.16
3671,Sudan,2009,11.16
3672,Sudan,2010,12.16
3673,Sudan,2011,13.16
3674,Suriname,1990,0
3675,Suriname,1991,0
3676,Suriname,1992,0
3677,Suriname,1993,0
3678,Suriname,1994,0
3679,Suriname,1995,0.114720735
3680,Suriname,1996,0.226306297
3681,Suriname,1997,1.003086936
3682,Suriname,1998,1.670148436
3683,Suriname,1999,1.891871357
3684,Suriname,2000,2.506411052
3685,Suriname,2001,3.064448389
3686,Suriname,2002,4.161568745
3687,Suriname,2003,4.719875395
3688,Suriname,2004,6.076047814
3689,Suriname,2005,6.403086288
3690,Suriname,2006,9.499626942
3691,Suriname,2007,14.11
3692,Suriname,2008,21.06
3693,Suriname,2009,31.36
3694,Suriname,2010,31.59
3695,Suriname,2011,32
3696,Swaziland,1990,0
3697,Swaziland,1991,0
3698,Swaziland,1992,0
3699,Swaziland,1993,0
3700,Swaziland,1994,0
3701,Swaziland,1995,0.00103175
3702,Swaziland,1996,0.050399009
3703,Swaziland,1997,0.088545986
3704,Swaziland,1998,0.098059931
3705,Swaziland,1999,0.488768247
3706,Swaziland,2000,0.974797312
3707,Swaziland,2001,1.361328625
3708,Swaziland,2002,1.940469619
3709,Swaziland,2003,2.614694822
3710,Swaziland,2004,3.480959955
3711,Swaziland,2005,4.014846856
3712,Swaziland,2006,4.055199112
3713,Swaziland,2007,4.553788445
3714,Swaziland,2008,7.637392113
3715,Swaziland,2009,10.00950092
3716,Swaziland,2010,12.40547968
3717,Swaziland,2011,20.43165813
3718,Sweden,1990,0.584191657
3719,Sweden,1991,1.160432455
3720,Sweden,1992,1.49970134
3721,Sweden,1993,1.720367003
3722,Sweden,1994,3.416397907
3723,Sweden,1995,5.098030019
3724,Sweden,1996,9.05016995
3725,Sweden,1997,23.74906276
3726,Sweden,1998,33.47384966
3727,Sweden,1999,41.40758542
3728,Sweden,2000,45.62608381
3729,Sweden,2001,51.65546456
3730,Sweden,2002,70.38713389
3731,Sweden,2003,78.92827577
3732,Sweden,2004,83.74480322
3733,Sweden,2005,84.82786741
3734,Sweden,2006,87.85859887
3735,Sweden,2007,82.12906929
3736,Sweden,2008,90.16824415
3737,Sweden,2009,91.12326108
3738,Sweden,2010,90.0149806
3739,Sweden,2011,90.88204559
3740,Switzerland,1990,0.592007952
3741,Switzerland,1991,1.169566424
3742,Switzerland,1992,1.736257531
3743,Switzerland,1993,2.152589367
3744,Switzerland,1994,2.707338476
3745,Switzerland,1995,3.540915839
3746,Switzerland,1996,4.542652624
3747,Switzerland,1997,15.10335915
3748,Switzerland,1998,24.81027927
3749,Switzerland,1999,33.96549072
3750,Switzerland,2000,46.99286172
3751,Switzerland,2001,54.93334771
3752,Switzerland,2002,61.14901425
3753,Switzerland,2003,64.81682967
3754,Switzerland,2004,67.53948432
3755,Switzerland,2005,69.89161667
3756,Switzerland,2006,75.54236782
3757,Switzerland,2007,76.89836134
3758,Switzerland,2008,78.42877172
3759,Switzerland,2009,80.01265192
3760,Switzerland,2010,82.16505353
3761,Switzerland,2011,82.98773087
3762,Syria,1990,0
3763,Syria,1991,0
3764,Syria,1992,0
3765,Syria,1993,0
3766,Syria,1994,0
3767,Syria,1995,0
3768,Syria,1996,0
3769,Syria,1997,0.032607814
3770,Syria,1998,0.063687286
3771,Syria,1999,0.124295462
3772,Syria,2000,0.18169858
3773,Syria,2001,0.35375913
3774,Syria,2002,2.093101019
3775,Syria,2003,3.397972614
3776,Syria,2004,4.321593778
3777,Syria,2005,5.648106049
3778,Syria,2006,7.857380269
3779,Syria,2007,10.94882383
3780,Syria,2008,14.04026739
3781,Syria,2009,17.3134951
3782,Syria,2010,20.66355082
3783,Syria,2011,22.44134742
3784,Tajikistan,1990,0
3785,Tajikistan,1991,0
3786,Tajikistan,1992,0
3787,Tajikistan,1993,0
3788,Tajikistan,1994,0
3789,Tajikistan,1995,0
3790,Tajikistan,1996,0
3791,Tajikistan,1997,0
3792,Tajikistan,1998,0
3793,Tajikistan,1999,0.032791858
3794,Tajikistan,2000,0.048599595
3795,Tajikistan,2001,0.051259133
3796,Tajikistan,2002,0.055462827
3797,Tajikistan,2003,0.064583777
3798,Tajikistan,2004,0.077479907
3799,Tajikistan,2005,0.298690024
3800,Tajikistan,2006,3.772406207
3801,Tajikistan,2007,7.197619518
3802,Tajikistan,2008,8.78
3803,Tajikistan,2009,10.07
3804,Tajikistan,2010,11.55
3805,Tajikistan,2011,13.03
3806,Tanzania,1990,0
3807,Tanzania,1991,0
3808,Tanzania,1992,0
3809,Tanzania,1993,0
3810,Tanzania,1994,0
3811,Tanzania,1995,0
3812,Tanzania,1996,0.001622155
3813,Tanzania,1997,0.007900283
3814,Tanzania,1998,0.009244125
3815,Tanzania,1999,0.075130889
3816,Tanzania,2000,0.11719444
3817,Tanzania,2001,0.171300351
3818,Tanzania,2002,0.222484414
3819,Tanzania,2003,0.676962857
3820,Tanzania,2004,0.877574971
3821,Tanzania,2005,4.3
3822,Tanzania,2006,5.8
3823,Tanzania,2007,7.2
3824,Tanzania,2008,9
3825,Tanzania,2009,10
3826,Tanzania,2010,11
3827,Tanzania,2011,12
3828,Thailand,1990,0
3829,Thailand,1991,5.22E-05
3830,Thailand,1992,0.000343725
3831,Thailand,1993,0.013580966
3832,Thailand,1994,0.038614321
3833,Thailand,1995,0.074825338
3834,Thailand,1996,0.115472136
3835,Thailand,1997,0.360522185
3836,Thailand,1998,1.091218985
3837,Thailand,1999,2.426242432
3838,Thailand,2000,3.689041279
3839,Thailand,2001,5.556326121
3840,Thailand,2002,7.531250335
3841,Thailand,2003,9.299027238
3842,Thailand,2004,10.67730332
3843,Thailand,2005,15.02600436
3844,Thailand,2006,17.16071472
3845,Thailand,2007,20.03
3846,Thailand,2008,18.2
3847,Thailand,2009,20.1
3848,Thailand,2010,22.4
3849,Thailand,2011,23.7
3850,Timor-Leste,1990,0
3851,Timor-Leste,1991,0
3852,Timor-Leste,1992,0
3853,Timor-Leste,1993,0
3854,Timor-Leste,1994,0
3855,Timor-Leste,1995,0
3856,Timor-Leste,1996,0
3857,Timor-Leste,1997,0
3858,Timor-Leste,1998,0
3859,Timor-Leste,1999,0
3860,Timor-Leste,2000,0
3861,Timor-Leste,2001,0
3862,Timor-Leste,2002,0
3863,Timor-Leste,2003,0.050887949
3864,Timor-Leste,2004,0.076331924
3865,Timor-Leste,2005,0.101775898
3866,Timor-Leste,2006,0.119402805
3867,Timor-Leste,2007,0.142945067
3868,Timor-Leste,2008,0.16415625
3869,Timor-Leste,2009,0.183551978
3870,Timor-Leste,2010,0.206664452
3871,Timor-Leste,2011,0.883126339
3872,Togo,1990,0
3873,Togo,1991,0
3874,Togo,1992,0
3875,Togo,1993,0
3876,Togo,1994,0
3877,Togo,1995,0
3878,Togo,1996,0.010929139
3879,Togo,1997,0.211139465
3880,Togo,1998,0.305583935
3881,Togo,1999,0.590363264
3882,Togo,2000,0.8
3883,Togo,2001,0.9
3884,Togo,2002,1
3885,Togo,2003,1.2
3886,Togo,2004,1.5
3887,Togo,2005,1.8
3888,Togo,2006,2
3889,Togo,2007,2.2
3890,Togo,2008,2.4
3891,Togo,2009,2.6
3892,Togo,2010,3
3893,Togo,2011,3.5
3894,Tonga,1990,0
3895,Tonga,1991,0
3896,Tonga,1992,0
3897,Tonga,1993,0
3898,Tonga,1994,0
3899,Tonga,1995,0.12323112
3900,Tonga,1996,0.163793456
3901,Tonga,1997,0.510866122
3902,Tonga,1998,0.765134358
3903,Tonga,1999,1.01796712
3904,Tonga,2000,2.434398044
3905,Tonga,2001,2.825371839
3906,Tonga,2002,2.907297316
3907,Tonga,2003,2.985817368
3908,Tonga,2004,3.952373895
3909,Tonga,2005,4.907782762
3910,Tonga,2006,5.853944095
3911,Tonga,2007,7.179865329
3912,Tonga,2008,8.110769944
3913,Tonga,2009,10
3914,Tonga,2010,16
3915,Tonga,2011,25
3916,Trinidad and Tobago,1990,0
3917,Trinidad and Tobago,1991,0
3918,Trinidad and Tobago,1992,0
3919,Trinidad and Tobago,1993,0
3920,Trinidad and Tobago,1994,0
3921,Trinidad and Tobago,1995,0.158149899
3922,Trinidad and Tobago,1996,0.393080525
3923,Trinidad and Tobago,1997,1.173174658
3924,Trinidad and Tobago,1998,2.724825339
3925,Trinidad and Tobago,1999,5.814250962
3926,Trinidad and Tobago,2000,7.721411474
3927,Trinidad and Tobago,2001,15.38462722
3928,Trinidad and Tobago,2002,21.99867548
3929,Trinidad and Tobago,2003,25.97176411
3930,Trinidad and Tobago,2004,27.02427008
3931,Trinidad and Tobago,2005,28.97671243
3932,Trinidad and Tobago,2006,30.00374858
3933,Trinidad and Tobago,2007,32.3
3934,Trinidad and Tobago,2008,34.8
3935,Trinidad and Tobago,2009,44.3
3936,Trinidad and Tobago,2010,48.5
3937,Trinidad and Tobago,2011,55.2
3938,Tunisia,1990,0
3939,Tunisia,1991,0
3940,Tunisia,1992,0
3941,Tunisia,1993,0
3942,Tunisia,1994,0.00737391
3943,Tunisia,1995,0.011164495
3944,Tunisia,1996,0.02750633
3945,Tunisia,1997,0.043410003
3946,Tunisia,1998,0.107154134
3947,Tunisia,1999,1.58665725
3948,Tunisia,2000,2.719853824
3949,Tunisia,2001,4.241474813
3950,Tunisia,2002,5.17356155
3951,Tunisia,2003,6.413257503
3952,Tunisia,2004,8.427156999
3953,Tunisia,2005,9.542558429
3954,Tunisia,2006,12.84527495
3955,Tunisia,2007,16.94157444
3956,Tunisia,2008,27.31257513
3957,Tunisia,2009,33.82683074
3958,Tunisia,2010,36.56220637
3959,Tunisia,2011,38.80788742
3960,Turkey,1990,0
3961,Turkey,1991,0
3962,Turkey,1992,0
3963,Turkey,1993,0.008457732
3964,Turkey,1994,0.049869182
3965,Turkey,1995,0.081691205
3966,Turkey,1996,0.192724936
3967,Turkey,1997,0.473695432
3968,Turkey,1998,0.698805129
3969,Turkey,1999,2.292117685
3970,Turkey,2000,3.761685035
3971,Turkey,2001,5.189481461
3972,Turkey,2002,11.38
3973,Turkey,2003,12.33
3974,Turkey,2004,14.58
3975,Turkey,2005,15.46
3976,Turkey,2006,18.24
3977,Turkey,2007,28.63
3978,Turkey,2008,34.37
3979,Turkey,2009,36.4
3980,Turkey,2010,39.82
3981,Turkey,2011,42.1
3982,Turkmenistan,1990,0
3983,Turkmenistan,1991,0
3984,Turkmenistan,1992,0
3985,Turkmenistan,1993,0
3986,Turkmenistan,1994,0
3987,Turkmenistan,1995,0
3988,Turkmenistan,1996,0
3989,Turkmenistan,1997,0
3990,Turkmenistan,1998,0
3991,Turkmenistan,1999,0.04502077
3992,Turkmenistan,2000,0.133282183
3993,Turkmenistan,2001,0.175209518
3994,Turkmenistan,2002,0.302132016
3995,Turkmenistan,2003,0.425182632
3996,Turkmenistan,2004,0.754053983
3997,Turkmenistan,2005,0.997256559
3998,Turkmenistan,2006,1.319573118
3999,Turkmenistan,2007,1.406360688
4000,Turkmenistan,2008,1.75
4001,Turkmenistan,2009,1.95
4002,Turkmenistan,2010,3
4003,Turkmenistan,2011,5
4004,Uganda,1990,0
4005,Uganda,1991,0
4006,Uganda,1992,0
4007,Uganda,1993,0
4008,Uganda,1994,0
4009,Uganda,1995,0.002863471
4010,Uganda,1996,0.004625948
4011,Uganda,1997,0.010319341
4012,Uganda,1998,0.065289465
4013,Uganda,1999,0.10554394
4014,Uganda,2000,0.163714063
4015,Uganda,2001,0.237945087
4016,Uganda,2002,0.384093505
4017,Uganda,2003,0.46484984
4018,Uganda,2004,0.71997068
4019,Uganda,2005,1.742205503
4020,Uganda,2006,2.529363038
4021,Uganda,2007,3.671965351
4022,Uganda,2008,7.9
4023,Uganda,2009,9.78
4024,Uganda,2010,12.5
4025,Uganda,2011,13.01354333
4026,Ukraine,1990,0
4027,Ukraine,1991,0
4028,Ukraine,1992,0
4029,Ukraine,1993,0.000767551
4030,Ukraine,1994,0.013498423
4031,Ukraine,1995,0.042757313
4032,Ukraine,1996,0.098032298
4033,Ukraine,1997,0.19783447
4034,Ukraine,1998,0.299371706
4035,Ukraine,1999,0.402878023
4036,Ukraine,2000,0.712046852
4037,Ukraine,2001,1.232764774
4038,Ukraine,2002,1.867271189
4039,Ukraine,2003,3.136955947
