index,country,year,subscriptions_per100
2385,Malawi,1999,0.087278755
2386,Malawi,2000,0.126780945
2387,Malawi,2001,0.164020725
2388,Malawi,2002,0.215094727
2389,Malawi,2003,0.278815116
2390,Malawi,2004,0.347505335
2391,Malawi,2005,0.384489334
2392,Malawi,2006,0.42513749
2393,Malawi,2007,0.965864737
2394,Malawi,2008,0.7
2395,Malawi,2009,1.07
2396,Malawi,2010,2.26
2397,Malawi,2011,3.33
2398,Malaysia,1990,0
2399,Malaysia,1991,0
2400,Malaysia,1992,0.001047822
2401,Malaysia,1993,0.025538478
2402,Malaysia,1994,0.099607417
2403,Malaysia,1995,0.145673837
2404,Malaysia,1996,0.852044466
2405,Malaysia,1997,2.307393234
2406,Malaysia,1998,6.751770483
2407,Malaysia,1999,12.3055022
2408,Malaysia,2000,21.38473116
2409,Malaysia,2001,26.6959725
2410,Malaysia,2002,32.33820434
2411,Malaysia,2003,34.97115234
2412,Malaysia,2004,42.25226563
2413,Malaysia,2005,48.62917025
2414,Malaysia,2006,51.63798899
2415,Malaysia,2007,55.7
2416,Malaysia,2008,55.8
2417,Malaysia,2009,55.9
2418,Malaysia,2010,56.3
2419,Malaysia,2011,61
2420,Maldives,1990,0
2421,Maldives,1991,0
2422,Maldives,1992,0
2423,Maldives,1993,0
2424,Maldives,1994,0
2425,Maldives,1995,0
2426,Maldives,1996,0.22693009
2427,Maldives,1997,0.309444238
2428,Maldives,1998,0.569627464
2429,Maldives,1999,1.119908615
2430,Maldives,2000,2.203872939
2431,Maldives,2001,3.617290649
2432,Maldives,2002,5.347765169
2433,Maldives,2003,5.97659285
2434,Maldives,2004,6.588254875
2435,Maldives,2005,6.869605067
2436,Maldives,2006,11.03635278
2437,Maldives,2007,16.3
2438,Maldives,2008,23.2
2439,Maldives,2009,24.8
2440,Maldives,2010,28.3
2441,Maldives,2011,34
2442,Mali,1990,0
2443,Mali,1991,0
2444,Mali,1992,0
2445,Mali,1993,0
2446,Mali,1994,0
2447,Mali,1995,0
2448,Mali,1996,0.002055228
2449,Mali,1997,0.010085919
2450,Mali,1998,0.019793888
2451,Mali,1999,0.060909873
2452,Mali,2000,0.142545755
2453,Mali,2001,0.185897413
2454,Mali,2002,0.227045578
2455,Mali,2003,0.310364443
2456,Mali,2004,0.43281964
2457,Mali,2005,0.507063136
2458,Mali,2006,0.729627281
2459,Mali,2007,0.81
2460,Mali,2008,1.57
2461,Mali,2009,1.8
2462,Mali,2010,1.9
2463,Mali,2011,2
2464,Malta,1990,0
2465,Malta,1991,0
2466,Malta,1992,0
2467,Malta,1993,0
2468,Malta,1994,0
2469,Malta,1995,0.234800726
2470,Malta,1996,1.098335764
2471,Malta,1997,4.090526998
2472,Malta,1998,6.774804104
2473,Malta,1999,8.08664803
2474,Malta,2000,13.66585147
2475,Malta,2001,18.18343313
2476,Malta,2002,29.37830103
2477,Malta,2003,32.13256163
2478,Malta,2004,35.13032552
2479,Malta,2005,41.7973732
2480,Malta,2006,40.87494449
2481,Malta,2007,47.30794573
2482,Malta,2008,50.32265003
2483,Malta,2009,59.03473554
2484,Malta,2010,63.07875095
2485,Malta,2011,69.03084272
2486,Marshall Islands,1990,0
2487,Marshall Islands,1991,0
2488,Marshall Islands,1992,0
2489,Marshall Islands,1993,0
2490,Marshall Islands,1994,0
2491,Marshall Islands,1995,0
2492,Marshall Islands,1996,0.037059432
2493,Marshall Islands,1997,0.5015655
2494,Marshall Islands,1998,0.733818533
2495,Marshall Islands,1999,0.966071567
2496,Marshall Islands,2000,1.534271796
2497,Marshall Islands,2001,1.706614078
2498,Marshall Islands,2002,2.335444575
2499,Marshall Islands,2003,2.569750367
2500,Marshall Islands,2004,3.599776814
2501,Marshall Islands,2005,3.878702398
2502,Marshall Islands,2006,3.795590214
2503,Marshall Islands,2007,3.71082549
2504,Marshall Islands,2008,3.626772173
2505,Marshall Islands,2009,3.546042133
2506,Marshall Islands,2010,3.546042133
2507,Marshall Islands,2011,3.546042133
2508,Mauritania,1990,0
2509,Mauritania,1991,0
2510,Mauritania,1992,0
2511,Mauritania,1993,0
2512,Mauritania,1994,0
2513,Mauritania,1995,0
2514,Mauritania,1996,0
2515,Mauritania,1997,0.004172527
2516,Mauritania,1998,0.040594795
2517,Mauritania,1999,0.118464464
2518,Mauritania,2000,0.192031462
2519,Mauritania,2001,0.261448552
2520,Mauritania,2002,0.363229415
2521,Mauritania,2003,0.424004896
2522,Mauritania,2004,0.481470438
2523,Mauritania,2005,0.669966475
2524,Mauritania,2006,0.979661253
2525,Mauritania,2007,1.433613196
2526,Mauritania,2008,1.87
2527,Mauritania,2009,2.28
2528,Mauritania,2010,4
2529,Mauritania,2011,4.5
2530,Mauritius,1990,0
2531,Mauritius,1991,0
2532,Mauritius,1992,0
2533,Mauritius,1993,0
2534,Mauritius,1994,0
2535,Mauritius,1995,0
2536,Mauritius,1996,0.186435279
2537,Mauritius,1997,0.481471192
2538,Mauritius,1998,2.594084678
2539,Mauritius,1999,4.688642667
2540,Mauritius,2000,7.337695439
2541,Mauritius,2001,8.842361807
2542,Mauritius,2002,10.3436041
2543,Mauritius,2003,12.29457462
2544,Mauritius,2004,13.82541499
2545,Mauritius,2005,15.33684383
2546,Mauritius,2006,16.88645053
2547,Mauritius,2007,20.46459981
2548,Mauritius,2008,22.07277253
2549,Mauritius,2009,22.80265796
2550,Mauritius,2010,28.73358822
2551,Mauritius,2011,35.50825383
2552,Mexico,1990,0
2553,Mexico,1991,0.005880695
2554,Mexico,1992,0.01730781
2555,Mexico,1993,0.028305042
2556,Mexico,1994,0.043339167
2557,Mexico,1995,0.10256419
2558,Mexico,1996,0.20040628
2559,Mexico,1997,0.62731154
2560,Mexico,1998,1.265783278
2561,Mexico,1999,1.857436221
2562,Mexico,2000,5.081384153
2563,Mexico,2001,7.038023117
2564,Mexico,2002,11.9
2565,Mexico,2003,12.9
2566,Mexico,2004,14.1
2567,Mexico,2005,17.21
2568,Mexico,2006,19.52
2569,Mexico,2007,20.81
2570,Mexico,2008,21.71
2571,Mexico,2009,26.34
2572,Mexico,2010,31.05
2573,Mexico,2011,36.15
2574,"Micronesia, Fed. Sts.",1990,0
2575,"Micronesia, Fed. Sts.",1991,0
2576,"Micronesia, Fed. Sts.",1992,0
2577,"Micronesia, Fed. Sts.",1993,0
2578,"Micronesia, Fed. Sts.",1994,0
2579,"Micronesia, Fed. Sts.",1995,0
2580,"Micronesia, Fed. Sts.",1996,0.278037795
2581,"Micronesia, Fed. Sts.",1997,0.570676845
2582,"Micronesia, Fed. Sts.",1998,1.858718785
2583,"Micronesia, Fed. Sts.",1999,2.797594069
2584,"Micronesia, Fed. Sts.",2000,3.734862137
2585,"Micronesia, Fed. Sts.",2001,4.660527199
2586,"Micronesia, Fed. Sts.",2002,5.570099705
2587,"Micronesia, Fed. Sts.",2003,9.2325021
2588,"Micronesia, Fed. Sts.",2004,11.01786731
2589,"Micronesia, Fed. Sts.",2005,11.8813691
2590,"Micronesia, Fed. Sts.",2006,12.75033925
2591,"Micronesia, Fed. Sts.",2007,13.62113273
2592,"Micronesia, Fed. Sts.",2008,14.49
2593,"Micronesia, Fed. Sts.",2009,15.35
2594,"Micronesia, Fed. Sts.",2010,20
2595,"Micronesia, Fed. Sts.",2011,20
2596,Moldova,1990,0
2597,Moldova,1991,0
2598,Moldova,1992,0
2599,Moldova,1993,0
2600,Moldova,1994,0.00097444
2601,Moldova,1995,0.004081523
2602,Moldova,1996,0.005454152
2603,Moldova,1997,0.032807508
2604,Moldova,1998,0.301412074
2605,Moldova,1999,0.686360664
2606,Moldova,2000,1.447502179
2607,Moldova,2001,1.655275796
2608,Moldova,2002,4.148664062
2609,Moldova,2003,7.988892868
2610,Moldova,2004,11.28997062
2611,Moldova,2005,15.32896378
2612,Moldova,2006,20.32897349
2613,Moldova,2007,20.99105623
2614,Moldova,2008,23.81554111
2615,Moldova,2009,27.78729362
2616,Moldova,2010,32.3981406
2617,Moldova,2011,37.84906772
2618,Mongolia,1990,0
2619,Mongolia,1991,0
2620,Mongolia,1992,0
2621,Mongolia,1993,0
2622,Mongolia,1994,0
2623,Mongolia,1995,0.008811225
2624,Mongolia,1996,0.018160749
2625,Mongolia,1997,0.112742554
2626,Mongolia,1998,0.145810542
2627,Mongolia,1999,0.50847156
2628,Mongolia,2000,1.255652004
2629,Mongolia,2001,1.653238239
2630,Mongolia,2002,2.039572603
2631,Mongolia,2003,4.039572603
2632,Mongolia,2004,6.039572603
2633,Mongolia,2005,8.039572603
2634,Mongolia,2006,10.0395726
2635,Mongolia,2007,12.0395726
2636,Mongolia,2008,12.49
2637,Mongolia,2009,12.6
2638,Mongolia,2010,12.9
2639,Mongolia,2011,20
2640,Morocco,1990,0
2641,Morocco,1991,0
2642,Morocco,1992,0
2643,Morocco,1993,0
2644,Morocco,1994,0
2645,Morocco,1995,0.003710492
2646,Morocco,1996,0.005675444
2647,Morocco,1997,0.021635203
2648,Morocco,1998,0.142300767
2649,Morocco,1999,0.175595345
2650,Morocco,2000,0.693791245
2651,Morocco,2001,1.371438101
2652,Morocco,2002,2.373253192
2653,Morocco,2003,3.353366681
2654,Morocco,2004,11.60793477
2655,Morocco,2005,15.08444452
2656,Morocco,2006,19.77119157
2657,Morocco,2007,21.5
2658,Morocco,2008,33.1
2659,Morocco,2009,41.3
2660,Morocco,2010,49
2661,Morocco,2011,51
2662,Mozambique,1990,0
2663,Mozambique,1991,0
2664,Mozambique,1992,0
2665,Mozambique,1993,0
2666,Mozambique,1994,0
2667,Mozambique,1995,0
2668,Mozambique,1996,0.003042979
2669,Mozambique,1997,0.011842611
2670,Mozambique,1998,0.020197055
2671,Mozambique,1999,0.056250629
2672,Mozambique,2000,0.10959253
2673,Mozambique,2001,0.160031947
2674,Mozambique,2002,0.259612611
2675,Mozambique,2003,0.419538844
2676,Mozambique,2004,0.679447835
2677,Mozambique,2005,0.854357118
2678,Mozambique,2006,0.842954488
2679,Mozambique,2007,0.91
2680,Mozambique,2008,1.56
2681,Mozambique,2009,2.68
2682,Mozambique,2010,4.17
2683,Mozambique,2011,4.3
2684,Myanmar,1990,0
2685,Myanmar,1991,0
2686,Myanmar,1992,0
2687,Myanmar,1993,0
2688,Myanmar,1994,0
2689,Myanmar,1995,0
2690,Myanmar,1996,0
2691,Myanmar,1997,0
2692,Myanmar,1998,0
2693,Myanmar,1999,0.000151709
2694,Myanmar,2000,0.000220493
2695,Myanmar,2001,0.000289277
2696,Myanmar,2002,0.000426494
2697,Myanmar,2003,0.024064149
2698,Myanmar,2004,0.024337392
2699,Myanmar,2005,0.065238856
2700,Myanmar,2006,0.182048331
2701,Myanmar,2007,0.217128445
2702,Myanmar,2008,0.22
2703,Myanmar,2009,0.22
2704,Myanmar,2010,0.25
2705,Myanmar,2011,0.98
2706,Namibia,1990,0
2707,Namibia,1991,0
2708,Namibia,1992,0
2709,Namibia,1993,0
2710,Namibia,1994,0
2711,Namibia,1995,0.006172051
2712,Namibia,1996,0.009032145
2713,Namibia,1997,0.058750679
2714,Namibia,1998,0.286745093
2715,Namibia,1999,0.336217708
2716,Namibia,2000,1.644739547
2717,Namibia,2001,2.416979442
2718,Namibia,2002,2.633699769
2719,Namibia,2003,3.359839886
2720,Namibia,2004,3.804715615
2721,Namibia,2005,4.010046644
2722,Namibia,2006,4.398870647
2723,Namibia,2007,4.835610778
2724,Namibia,2008,5.329003772
2725,Namibia,2009,6.5
2726,Namibia,2010,11.6
2727,Namibia,2011,12
2728,Nepal,1990,0
2729,Nepal,1991,0
2730,Nepal,1992,0
2731,Nepal,1993,0
2732,Nepal,1994,0
2733,Nepal,1995,0.000924878
2734,Nepal,1996,0.004510473
2735,Nepal,1997,0.021998858
2736,Nepal,1998,0.064393596
2737,Nepal,1999,0.146668869
2738,Nepal,2000,0.204651684
2739,Nepal,2001,0.240015303
2740,Nepal,2002,0.31295606
2741,Nepal,2003,0.382810917
2742,Nepal,2004,0.449843651
2743,Nepal,2005,0.826551266
2744,Nepal,2006,1.141389164
2745,Nepal,2007,1.41
2746,Nepal,2008,1.73
2747,Nepal,2009,1.97
2748,Nepal,2010,7.93
2749,Nepal,2011,9
2750,Netherlands,1990,0.333049731
2751,Netherlands,1991,0.528847182
2752,Netherlands,1992,1.312926711
2753,Netherlands,1993,1.95708452
2754,Netherlands,1994,3.24402663
2755,Netherlands,1995,6.457731209
2756,Netherlands,1996,9.640758661
2757,Netherlands,1997,14.06115677
2758,Netherlands,1998,22.22045548
2759,Netherlands,1999,39.08543615
2760,Netherlands,2000,43.81121466
2761,Netherlands,2001,49.08772556
2762,Netherlands,2002,60.89910706
2763,Netherlands,2003,64.00260372
2764,Netherlands,2004,68.28143505
2765,Netherlands,2005,80.92847424
2766,Netherlands,2006,83.86312848
2767,Netherlands,2007,86.14368812
2768,Netherlands,2008,87.72655698
2769,Netherlands,2009,89.78659127
2770,Netherlands,2010,90.70686325
2771,Netherlands,2011,92.12721944
2772,New Caledonia,1990,0
2773,New Caledonia,1991,0
2774,New Caledonia,1992,0
2775,New Caledonia,1993,0
2776,New Caledonia,1994,0
2777,New Caledonia,1995,0.005118796
2778,New Caledonia,1996,0.250564546
2779,New Caledonia,1997,0.97854581
2780,New Caledonia,1998,1.923841033
2781,New Caledonia,1999,5.6520958
2782,New Caledonia,2000,13.8568516
2783,New Caledonia,2001,18.11878726
2784,New Caledonia,2002,22.21299596
2785,New Caledonia,2003,26.14639786
2786,New Caledonia,2004,29.92799253
2787,New Caledonia,2005,31.90164011
2788,New Caledonia,2006,33.02617462
2789,New Caledonia,2007,34.5476745
2790,New Caledonia,2008,34.35809009
2791,New Caledonia,2009,34.17269729
2792,New Caledonia,2010,42.65805668
2793,New Caledonia,2011,51.16787149
2794,New Zealand,1990,0
2795,New Zealand,1991,0
2796,New Zealand,1992,0.28362769
2797,New Zealand,1993,0.629860239
2798,New Zealand,1994,3.171713375
2799,New Zealand,1995,4.886447956
2800,New Zealand,1996,8.01031358
2801,New Zealand,1997,14.48888804
2802,New Zealand,1998,31.3747952
2803,New Zealand,1999,41.30261761
2804,New Zealand,2000,47.38363411
2805,New Zealand,2001,53.60226666
2806,New Zealand,2002,59.28242237
2807,New Zealand,2003,60.86518933
2808,New Zealand,2004,61.72098203
2809,New Zealand,2005,62.72350473
2810,New Zealand,2006,69.00499618
2811,New Zealand,2007,69.82864966
2812,New Zealand,2008,72.18032333
2813,New Zealand,2009,79.82609287
2814,New Zealand,2010,83.00638491
2815,New Zealand,2011,86.18173386
2816,Nicaragua,1990,0
2817,Nicaragua,1991,0
2818,Nicaragua,1992,0
2819,Nicaragua,1993,0
2820,Nicaragua,1994,0.013166228
2821,Nicaragua,1995,0.030046478
2822,Nicaragua,1996,0.084093291
2823,Nicaragua,1997,0.206216818
2824,Nicaragua,1998,0.303808975
2825,Nicaragua,1999,0.497901643
2826,Nicaragua,2000,0.980216487
2827,Nicaragua,2001,1.448799428
2828,Nicaragua,2002,1.714729584
2829,Nicaragua,2003,1.880412532
2830,Nicaragua,2004,2.320664609
2831,Nicaragua,2005,2.566351177
2832,Nicaragua,2006,2.805573063
2833,Nicaragua,2007,3.9
2834,Nicaragua,2008,5.3
2835,Nicaragua,2009,7.3
2836,Nicaragua,2010,10
2837,Nicaragua,2011,10.6
2838,Niger,1990,0
2839,Niger,1991,0
2840,Niger,1992,0
2841,Niger,1993,0
2842,Niger,1994,0
2843,Niger,1995,0
2844,Niger,1996,0.001039305
2845,Niger,1997,0.002008766
2846,Niger,1998,0.002911503
2847,Niger,1999,0.028136022
2848,Niger,2000,0.036261294
2849,Niger,2001,0.105185431
2850,Niger,2002,0.127152469
2851,Niger,2003,0.155698704
2852,Niger,2004,0.189933734
2853,Niger,2005,0.221341351
2854,Niger,2006,0.294033977
2855,Niger,2007,0.39039062
2856,Niger,2008,0.7
2857,Niger,2009,0.76
2858,Niger,2010,0.83
2859,Niger,2011,1.3
2860,Nigeria,1990,0
2861,Nigeria,1991,0
2862,Nigeria,1992,0
2863,Nigeria,1993,0
2864,Nigeria,1994,0
2865,Nigeria,1995,0
2866,Nigeria,1996,0.00883298
2867,Nigeria,1997,0.017237401
2868,Nigeria,1998,0.025231461
2869,Nigeria,1999,0.041038723
2870,Nigeria,2000,0.064080808
2871,Nigeria,2001,0.08990137
2872,Nigeria,2002,0.320461976
2873,Nigeria,2003,0.558576245
2874,Nigeria,2004,1.286137641
2875,Nigeria,2005,3.549155718
2876,Nigeria,2006,5.545036083
2877,Nigeria,2007,6.77
2878,Nigeria,2008,15.86
2879,Nigeria,2009,20
2880,Nigeria,2010,24
2881,Nigeria,2011,28.43
2882,North Korea,1990,0
2883,North Korea,1991,0
2884,North Korea,1992,0
2885,North Korea,1993,0
2886,North Korea,1994,0
2887,North Korea,1995,0
2888,North Korea,1996,0
2889,North Korea,1997,0
2890,North Korea,1998,0
2891,North Korea,1999,0
2892,North Korea,2000,0
2893,North Korea,2001,0
2894,North Korea,2002,0
2895,North Korea,2003,0
2896,North Korea,2004,0
2897,North Korea,2005,0
2898,North Korea,2006,0
2899,North Korea,2007,0
2900,North Korea,2008,0
2901,North Korea,2009,0
2902,North Korea,2010,0
2903,North Korea,2011,0
2904,Norway,1990,0.707301449
2905,Norway,1991,1.407791446
2906,Norway,1992,2.215962001
2907,Norway,1993,2.78229798
2908,Norway,1994,4.149882188
2909,Norway,1995,6.423090825
2910,Norway,1996,18.26615204
2911,Norway,1997,20.45002513
2912,Norway,1998,22.59974007
2913,Norway,1999,40.03362683
2914,Norway,2000,51.99874949
2915,Norway,2001,64.00286414
2916,Norway,2002,72.79891056
2917,Norway,2003,78.02396917
2918,Norway,2004,77.60770654
2919,Norway,2005,81.99012414
2920,Norway,2006,82.69391016
2921,Norway,2007,87.16744835
2922,Norway,2008,90.77413434
2923,Norway,2009,92.18060916
2924,Norway,2010,93.27270026
2925,Norway,2011,93.454759
2926,Oman,1990,0
2927,Oman,1991,0
2928,Oman,1992,0
2929,Oman,1993,0
2930,Oman,1994,0
2931,Oman,1995,0
2932,Oman,1996,0
2933,Oman,1997,0.439792805
2934,Oman,1998,0.862725306
2935,Oman,1999,2.515665987
2936,Oman,2000,3.520421417
2937,Oman,2001,5.893841521
2938,Oman,2002,6.873396039
2939,Oman,2003,7.255742945
2940,Oman,2004,6.75885217
2941,Oman,2005,6.68358142
2942,Oman,2006,8.299716673
2943,Oman,2007,16.68
2944,Oman,2008,20
2945,Oman,2009,51.5
2946,Oman,2010,62
2947,Oman,2011,68
2948,Pakistan,1990,0
2949,Pakistan,1991,0
2950,Pakistan,1992,0
2951,Pakistan,1993,0
2952,Pakistan,1994,0
2953,Pakistan,1995,0.000122702
2954,Pakistan,1996,0.00299173
2955,Pakistan,1997,0.027549238
2956,Pakistan,1998,0.043947719
2957,Pakistan,1999,0.055357238
2958,Pakistan,2000,0.686954009
2959,Pakistan,2001,1.318550779
2960,Pakistan,2002,2.577426737
2961,Pakistan,2003,5.041158126
2962,Pakistan,2004,6.164320985
2963,Pakistan,2005,6.332329098
2964,Pakistan,2006,6.5
2965,Pakistan,2007,6.8
2966,Pakistan,2008,7
2967,Pakistan,2009,7.5
2968,Pakistan,2010,8
2969,Pakistan,2011,9
2970,Panama,1990,0
2971,Panama,1991,0
2972,Panama,1992,0
2973,Panama,1993,0
2974,Panama,1994,0.007636899
2975,Panama,1995,0.056123043
2976,Panama,1996,0.219998526
2977,Panama,1997,0.539065541
2978,Panama,1998,2.750648071
2979,Panama,1999,3.836864509
2980,Panama,2000,6.554796477
2981,Panama,2001,7.268399878
2982,Panama,2002,8.518077815
2983,Panama,2003,9.987424077
2984,Panama,2004,11.14086254
2985,Panama,2005,11.48400928
2986,Panama,2006,17.34956617
2987,Panama,2007,22.29
2988,Panama,2008,33.82
2989,Panama,2009,39.08
2990,Panama,2010,40.1
2991,Panama,2011,42.7
2992,Papua New Guinea,1990,0
2993,Papua New Guinea,1991,0
2994,Papua New Guinea,1992,0
2995,Papua New Guinea,1993,0
2996,Papua New Guinea,1994,0
2997,Papua New Guinea,1995,0
2998,Papua New Guinea,1996,0.002067023
2999,Papua New Guinea,1997,0.100588321
3000,Papua New Guinea,1998,0.234958542
3001,Papua New Guinea,1999,0.667113315
3002,Papua New Guinea,2000,0.835249302
3003,Papua New Guinea,2001,0.904103545
3004,Papua New Guinea,2002,1.321656935
3005,Papua New Guinea,2003,1.374404668
3006,Papua New Guinea,2004,1.507912772
3007,Papua New Guinea,2005,1.716190476
3008,Papua New Guinea,2006,1.754487261
3009,Papua New Guinea,2007,1.790559361
3010,Papua New Guinea,2008,1.15
3011,Papua New Guinea,2009,1.61
3012,Papua New Guinea,2010,1.28
3013,Papua New Guinea,2011,2
3014,Paraguay,1990,0
3015,Paraguay,1991,0
3016,Paraguay,1992,0
3017,Paraguay,1993,0
3018,Paraguay,1994,0
3019,Paraguay,1995,0
3020,Paraguay,1996,0.020359612
3021,Paraguay,1997,0.099576719
3022,Paraguay,1998,0.194904951
3023,Paraguay,1999,0.38165732
3024,Paraguay,2000,0.747630712
3025,Paraguay,2001,1.098793836
3026,Paraguay,2002,1.794969598
3027,Paraguay,2003,2.111942082
3028,Paraguay,2004,3.452438431
3029,Paraguay,2005,7.907007861
3030,Paraguay,2006,7.962073884
3031,Paraguay,2007,11.21
3032,Paraguay,2008,14.27
3033,Paraguay,2009,18.9
3034,Paraguay,2010,19.8
3035,Paraguay,2011,23.9
3036,Peru,1990,0
3037,Peru,1991,0
3038,Peru,1992,0
3039,Peru,1993,0
3040,Peru,1994,0.008504578
3041,Peru,1995,0.033412305
3042,Peru,1996,0.24623258
3043,Peru,1997,0.403429701
3044,Peru,1998,1.19038044
3045,Peru,1999,1.952497608
3046,Peru,2000,3.076430611
3047,Peru,2001,7.578762957
3048,Peru,2002,8.96694917
3049,Peru,2003,11.6
3050,Peru,2004,14.1
3051,Peru,2005,17.1
3052,Peru,2006,20.7
3053,Peru,2007,25.2
3054,Peru,2008,30.57
3055,Peru,2009,31.4
3056,Peru,2010,34.77
3057,Peru,2011,36.5
3058,Philippines,1990,0
3059,Philippines,1991,0
3060,Philippines,1992,0
3061,Philippines,1993,0
3062,Philippines,1994,0.005844253
3063,Philippines,1995,0.028585702
3064,Philippines,1996,0.055946029
3065,Philippines,1997,0.136912963
3066,Philippines,1998,1.103405994
3067,Philippines,1999,1.431608803
3068,Philippines,2000,1.982253196
3069,Philippines,2001,2.52400566
3070,Philippines,2002,4.332275746
3071,Philippines,2003,4.857672267
3072,Philippines,2004,5.243628452
3073,Philippines,2005,5.397636329
3074,Philippines,2006,5.740586325
3075,Philippines,2007,5.97
3076,Philippines,2008,6.22
3077,Philippines,2009,9
3078,Philippines,2010,25
3079,Philippines,2011,29
3080,Poland,1990,0
3081,Poland,1991,0.00521778
3082,Poland,1992,0.051969631
3083,Poland,1993,0.129471345
3084,Poland,1994,0.387300057
3085,Poland,1995,0.644341626
3086,Poland,1996,1.287640924
3087,Poland,1997,2.059487886
3088,Poland,1998,4.070753241
3089,Poland,1999,5.410683316
3090,Poland,2000,7.256761026
3091,Poland,2001,9.905519079
3092,Poland,2002,21.15007358
3093,Poland,2003,24.86582143
3094,Poland,2004,32.52396126
3095,Poland,2005,38.80958816
3096,Poland,2006,44.61396921
3097,Poland,2007,48.68822581
3098,Poland,2008,53.2591859
3099,Poland,2009,59.12089658
3100,Poland,2010,62.47174876
3101,Poland,2011,65.02082403
3102,Portugal,1990,0
3103,Portugal,1991,0.100013928
3104,Portugal,1992,0.250730833
3105,Portugal,1993,0.452217023
3106,Portugal,1994,0.724185184
3107,Portugal,1995,1.508423207
3108,Portugal,1996,3.013829301
3109,Portugal,1997,5.011980311
3110,Portugal,1998,9.99034618
3111,Portugal,1999,14.91874677
3112,Portugal,2000,16.60781065
3113,Portugal,2001,18.23958831
3114,Portugal,2002,19.47247505
3115,Portugal,2003,29.74028281
3116,Portugal,2004,31.79296078
3117,Portugal,2005,34.9708921
3118,Portugal,2006,37.985889
3119,Portugal,2007,39.6188833
3120,Portugal,2008,41.94811883
3121,Portugal,2009,46.60799214
3122,Portugal,2010,51.2836312
3123,Portugal,2011,55.57378621
3124,Puerto Rico,1990,0
3125,Puerto Rico,1991,0
3126,Puerto Rico,1992,0
3127,Puerto Rico,1993,0
3128,Puerto Rico,1994,0.027400726
3129,Puerto Rico,1995,0.135781947
3130,Puerto Rico,1996,0.268710333
3131,Puerto Rico,1997,1.332257193
3132,Puerto Rico,1998,2.650404892
3133,Puerto Rico,1999,5.270245683
3134,Puerto Rico,2000,10.48495077
3135,Puerto Rico,2001,15.6237155
3136,Puerto Rico,2002,17.49783662
3137,Puerto Rico,2003,19.59054282
3138,Puerto Rico,2004,21.9311967
3139,Puerto Rico,2005,23.15893213
3140,Puerto Rico,2006,25.22767756
3141,Puerto Rico,2007,27.73045046
3142,Puerto Rico,2008,37.98095385
3143,Puerto Rico,2009,41.6460773
3144,Puerto Rico,2010,45.62899289
3145,Puerto Rico,2011,48.50290906
3146,Qatar,1990,0
3147,Qatar,1991,0
3148,Qatar,1992,0
3149,Qatar,1993,0
3150,Qatar,1994,0
3151,Qatar,1995,0.190209535
3152,Qatar,1996,0.930185833
3153,Qatar,1997,3.083749186
3154,Qatar,1998,3.52002985
3155,Qatar,1999,4.070728915
3156,Qatar,2000,4.863679179
3157,Qatar,2001,6.170268561
3158,Qatar,2002,10.22612893
3159,Qatar,2003,19.24233642
3160,Qatar,2004,20.70164785
3161,Qatar,2005,24.73349378
3162,Qatar,2006,28.97411271
3163,Qatar,2007,37
3164,Qatar,2008,44.3
3165,Qatar,2009,53.1
3166,Qatar,2010,81.6
3167,Qatar,2011,86.2
3168,Romania,1990,0
3169,Romania,1991,0
3170,Romania,1992,0
3171,Romania,1993,0.003733426
3172,Romania,1994,0.026392708
3173,Romania,1995,0.074941799
3174,Romania,1996,0.221116883
3175,Romania,1997,0.443696312
3176,Romania,1998,2.224248934
3177,Romania,1999,2.674850335
3178,Romania,2000,3.573255456
3179,Romania,2001,4.532114281
3180,Romania,2002,6.642667618
3181,Romania,2003,8.975030615
3182,Romania,2004,15.11093485
3183,Romania,2005,21.63652475
3184,Romania,2006,24.79423276
3185,Romania,2007,28.42873181
3186,Romania,2008,32.53441082
3187,Romania,2009,36.69681099
3188,Romania,2010,40.02009301
3189,Romania,2011,44.11568536
3190,Russia,1990,0
3191,Russia,1991,0
3192,Russia,1992,0.000673476
3193,Russia,1993,0.013485769
3194,Russia,1994,0.054009895
3195,Russia,1995,0.148708662
3196,Russia,1996,0.271063844
3197,Russia,1997,0.475645661
3198,Russia,1998,0.817448409
3199,Russia,1999,1.025794084
3200,Russia,2000,1.983372736
3201,Russia,2001,2.948647908
3202,Russia,2002,4.134521083
3203,Russia,2003,8.314989062
3204,Russia,2004,12.90027873
3205,Russia,2005,15.30040359
3206,Russia,2006,18.15102886
3207,Russia,2007,24.86729897
3208,Russia,2008,27.05928829
3209,Russia,2009,29.23584146
3210,Russia,2010,43.31455082
3211,Russia,2011,49.31263436
3212,Rwanda,1990,0
3213,Rwanda,1991,0
3214,Rwanda,1992,0
3215,Rwanda,1993,0
3216,Rwanda,1994,0
3217,Rwanda,1995,0
3218,Rwanda,1996,0.000883372
3219,Rwanda,1997,0.001625791
3220,Rwanda,1998,0.011763573
3221,Rwanda,1999,0.067176482
3222,Rwanda,2000,0.06283146
3223,Rwanda,2001,0.24067241
3224,Rwanda,2002,0.292784719
3225,Rwanda,2003,0.356918467
3226,Rwanda,2004,0.430854243
3227,Rwanda,2005,0.556041165
3228,Rwanda,2006,1.335714172
3229,Rwanda,2007,2.115387178
3230,Rwanda,2008,4.5
3231,Rwanda,2009,7.7
3232,Rwanda,2010,8
3233,Rwanda,2011,7
